chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue),name,mean
chr10,110818875,110819133,259,110818988,25.76,11.8902,5.03257,9.1534,replikate2_peak_3666,110819004
chr10,110822564,110823773,1210,110822875,141.68,36.299,3.56689,33.1067,replikate2_peak_3667,110823168.5
chr10,110844086,110844395,310,110844279,41.21,21.0061,6.03067,18.0554,replikate2_peak_3668,110844240.5
chr10,110845702,110846162,461,110845867,17.17,16.7662,9.4223,13.907,replikate2_peak_3669,110845932
chr10,110852239,110852537,299,110852308,16.31,7.66459,4.32854,5.08305,replikate2_peak_3670,110852388
chr10,110857564,110857922,359,110857725,42.93,17.336,4.88133,14.4637,replikate2_peak_3671,110857743
chr10,110858410,110858832,423,110858623,30.05,20.3845,7.76309,17.4433,replikate2_peak_3672,110858621
chr10,110886010,110886347,338,110886177,19.75,10.0504,5.17166,7.38219,replikate2_peak_3673,110886178.5
chr10,110932429,110933078,650,110932546,21.47,11.7967,5.6165,9.06695,replikate2_peak_3674,110932753.5
chr10,110978082,110978563,482,110978118,11.16,7.99791,5.39349,5.40272,replikate2_peak_3675,110978322.5
chr10,111107270,111107520,251,111107396,9.45,7.03737,5.2782,4.48242,replikate2_peak_3676,111107395
chr10,111107793,111108258,466,111108034,94.45,76.6675,13.6358,73.0376,replikate2_peak_3677,111108025.5
chr10,111131121,111131529,409,111131366,36.92,26.7525,9.48037,23.7008,replikate2_peak_3678,111131325
chr10,111137283,111137823,541,111137630,29.19,13.5501,5.03229,10.767,replikate2_peak_3679,111137553
chr10,111390485,111390914,430,111390703,18.89,20.0121,11.5149,17.0802,replikate2_peak_3680,111390699.5
chr10,111556751,111557080,330,111556864,12.02,6.6833,4.34032,4.14643,replikate2_peak_3681,111556915.5
chr10,112053918,112054441,524,112054173,76.42,55.8153,11.0598,52.3935,replikate2_peak_3682,112054179.5
chr10,112148274,112148551,278,112148364,9.45,7.82764,5.7925,5.24223,replikate2_peak_3683,112148412.5
chr10,112295967,112296646,680,112296278,174.3,140.556,14.6086,136.376,replikate2_peak_3684,112296306.5
chr10,112310732,112311100,369,112310875,12.88,10.1756,6.92594,7.50007,replikate2_peak_3685,112310916
chr10,112385260,112385524,265,112385387,10.3,9.41099,6.54403,6.75706,replikate2_peak_3686,112385392
chr10,112485390,112485807,418,112485561,82.43,53.0706,9.26993,49.6789,replikate2_peak_3687,112485598.5
chr10,112486836,112487161,326,112486972,36.06,26.7525,9.26571,23.7008,replikate2_peak_3688,112486998.5
chr10,112490554,112490879,326,112490710,65.26,43.943,9.46523,40.6542,replikate2_peak_3689,112490716.5
chr10,112675499,112675893,395,112675696,72.13,51.4144,10.4465,48.0392,replikate2_peak_3690,112675696
chr10,112678659,112679114,456,112678869,107.33,92.6629,15.4757,88.8912,replikate2_peak_3691,112678886.5
chr10,112741760,112742472,713,112741855,67.83,7.18952,2.02449,4.62598,replikate2_peak_3692,112742116
chr10,112755580,112756485,906,112755826,140.82,104.958,12.5602,101.081,replikate2_peak_3693,112756032.5
chr10,112761129,112761507,379,112761303,124.5,36.1954,3.92196,33.0039,replikate2_peak_3694,112761318
chr10,112778637,112779720,1084,112779446,217.24,146.12,10.9118,141.891,replikate2_peak_3695,112779178.5
chr10,112791034,112791410,377,112791237,58.39,33.2676,7.42343,30.1179,replikate2_peak_3696,112791222
chr10,112804350,112805248,899,112804607,121.93,131.266,24.5854,127.165,replikate2_peak_3697,112804799
chr10,112811883,112812314,432,112812123,54.09,14.7987,3.44339,11.9839,replikate2_peak_3698,112812098.5
chr10,113028724,113028979,256,113028874,12.88,10.1756,6.92594,7.50007,replikate2_peak_3699,113028851.5
chr10,113105888,113106150,263,113106049,13.74,7.53305,4.91274,4.9577,replikate2_peak_3700,113106019
chr10,113304705,113305115,411,113304905,18.03,20.0121,11.0179,17.0802,replikate2_peak_3701,113304910
chr10,113425652,113426009,358,113425859,41.21,27.556,8.44294,24.4919,replikate2_peak_3702,113425830.5
chr10,113480726,113481238,513,113480967,60.1,15.8929,3.39471,13.0526,replikate2_peak_3703,113480982
chr10,113573874,113574124,251,113574024,7.73,5.99129,5.05275,3.48474,replikate2_peak_3704,113573999
chr10,113582116,113582654,539,113582396,87.58,29.8856,4.42906,26.7856,replikate2_peak_3705,113582385
chr10,113586045,113586303,259,113586137,18.03,13.8353,7.3018,11.0437,replikate2_peak_3706,113586174
chr10,113589230,113590051,822,113589468,97.88,96.6918,19.777,92.8846,replikate2_peak_3707,113589640.5
chr10,113649759,113650097,339,113649880,31.77,25.0452,10.0551,22.0244,replikate2_peak_3708,113649928
chr10,113659732,113660010,279,113659848,14.6,6.17368,3.89922,3.659,replikate2_peak_3709,113659871
chr10,113665814,113666156,343,113666039,17.17,6.60524,3.63456,4.07763,replikate2_peak_3710,113665985
chr10,113668838,113669145,308,113669004,16.31,10.2513,5.77138,7.56611,replikate2_peak_3711,113668991.5
chr10,113678478,113679124,647,113678891,204.36,254.123,37.2157,248.976,replikate2_peak_3712,113678801
chr10,113751349,113751605,257,113751480,23.18,11.0053,4.83665,8.29984,replikate2_peak_3713,113751477
chr10,113772174,113772424,251,113772299,9.45,7.24633,5.41558,4.68228,replikate2_peak_3714,113772299
chr10,113893400,113894062,663,113893640,101.32,46.0382,6.01879,42.7253,replikate2_peak_3715,113893731
chr10,113921790,113922451,662,113922104,327.14,212.907,10.5852,208.112,replikate2_peak_3716,113922120.5
chr10,113927260,113927963,704,113927533,327.14,247.726,13.6726,242.634,replikate2_peak_3717,113927611.5
chr10,113938720,113939093,374,113938893,19.75,21.4521,12.012,18.4925,replikate2_peak_3718,113938906.5
chr10,113945175,113945499,325,113945327,23.18,7.60524,3.45475,5.02689,replikate2_peak_3719,113945337
chr10,113958315,113958951,637,113958759,55.81,58.8473,18.9372,55.391,replikate2_peak_3720,113958633
chr10,113959449,113959777,329,113959635,36.06,22.5515,7.41257,19.5731,replikate2_peak_3721,113959613
chr10,113966922,113967611,690,113967089,57.53,51.9784,14.6322,48.5971,replikate2_peak_3722,113967266.5
chr10,113979731,113980213,483,113979977,48.94,48.8845,16.6475,45.5365,replikate2_peak_3723,113979972
chr10,113982609,113983157,549,113982880,105.61,90.156,15.2304,86.4061,replikate2_peak_3724,113982883
chr10,113983486,113983769,284,113983595,15.46,11.0894,6.56644,8.38225,replikate2_peak_3725,113983627.5
chr10,114026989,114027492,504,114027259,74.7,53.6034,10.8145,50.203,replikate2_peak_3726,114027240.5
chr10,114057013,114057441,429,114057243,102.18,133.85,34.3927,129.727,replikate2_peak_3727,114057227
chr10,114066642,114066923,282,114066704,12.02,6.6833,4.34032,4.14643,replikate2_peak_3728,114066782.5
chr10,114078418,114078829,412,114078631,28.34,18.3673,7.33377,15.4717,replikate2_peak_3729,114078623.5
chr10,114081977,114082278,302,114082069,9.45,6.95302,5.22252,4.40418,replikate2_peak_3730,114082127.5
chr10,114100160,114100476,317,114100307,40.36,26.5338,8.27121,23.4876,replikate2_peak_3731,114100318
chr10,114178856,114179186,331,114179015,25.76,19.6141,8.91973,16.6902,replikate2_peak_3732,114179021
chr10,114238948,114239767,820,114239347,173.45,234.084,43.6113,229.109,replikate2_peak_3733,114239357.5
chr10,114326901,114327155,255,114327019,16.31,10.2513,5.77138,7.56611,replikate2_peak_3734,114327028
chr10,114337040,114337393,354,114337199,30.05,20.3845,7.76309,17.4433,replikate2_peak_3735,114337216.5
chr10,114346183,114346617,435,114346390,57.53,29.4032,6.5032,26.3103,replikate2_peak_3736,114346400
chr10,114346822,114347165,344,114347026,31.77,15.1537,5.46161,12.3311,replikate2_peak_3737,114346993.5
chr10,114349528,114350098,571,114349811,286.79,110.46,5.32936,106.535,replikate2_peak_3738,114349813
chr10,114379206,114379585,380,114379388,42.93,45.7736,17.5307,42.4634,replikate2_peak_3739,114379395.5
chr10,114505082,114505588,507,114505320,33.49,14.5376,4.9267,11.726,replikate2_peak_3740,114505335
chr10,114507252,114507865,614,114507606,113.34,100.279,16.3343,96.4406,replikate2_peak_3741,114507558.5
chr10,114507983,114508467,485,114508212,123.64,82.7824,10.387,79.0969,replikate2_peak_3742,114508225
chr10,114551412,114551759,348,114551601,96.17,20.6199,3.03649,17.6758,replikate2_peak_3743,114551585.5
chr10,114593465,114593912,448,114593689,226.68,89.4284,5.42097,85.684,replikate2_peak_3744,114593688.5
chr10,114623764,114624175,412,114623973,127.94,51.1886,5.37239,47.8158,replikate2_peak_3745,114623969.5
chr10,114647359,114648070,712,114647879,188.9,69.292,4.99739,65.7323,replikate2_peak_3746,114647714.5
chr10,114697310,114697574,265,114697381,13.74,7.53305,4.91274,4.9577,replikate2_peak_3747,114697442
chr10,114748210,114748515,306,114748394,27.48,21.8477,9.46691,18.8822,replikate2_peak_3748,114748362.5
chr10,114819481,114819749,269,114819623,69.55,17.5494,3.35951,14.6673,replikate2_peak_3749,114819615
chr10,115022330,115022580,251,115022474,6.87,4.94527,4.55566,2.50372,replikate2_peak_3750,115022455
chr10,115427235,115427662,428,115427414,74.7,45.089,8.41129,41.787,replikate2_peak_3751,115427448.5
chr10,115433380,115433659,280,115433527,81.57,22.0198,3.59003,19.0493,replikate2_peak_3752,115433519.5
chr10,115653570,115654047,478,115653847,99.6,11.9385,2.187,9.20143,replikate2_peak_3753,115653808.5
chr10,115664695,115665033,339,115664891,397.55,26.1654,1.79527,23.124,replikate2_peak_3754,115664864
chr10,115670605,115671028,424,115670837,51.52,53.105,17.5061,49.7126,replikate2_peak_3755,115670816.5
chr10,115681404,115681654,251,115681512,15.46,5.31046,3.2911,2.84414,replikate2_peak_3756,115681529
chr10,115692249,115692658,410,115692452,121.07,57.6,6.42464,54.1568,replikate2_peak_3757,115692453.5
chr10,115708529,115709053,525,115708736,184.61,22.4763,2.26351,19.5001,replikate2_peak_3758,115708791
chr10,115710183,115710614,432,115710379,105.61,66.9618,9.40047,63.4239,replikate2_peak_3759,115710398.5
chr10,115870509,115870801,293,115870624,26.62,16.4086,6.90445,13.554,replikate2_peak_3760,115870655
chr10,115880099,115880382,284,115880292,17.17,14.5462,8.05888,11.7339,replikate2_peak_3761,115880240.5
chr10,115902039,115902323,285,115902160,9.45,6.3892,4.84778,3.86997,replikate2_peak_3762,115902181
chr10,115902802,115903207,406,115902981,35.2,25.6604,9.05105,22.6251,replikate2_peak_3763,115903004.5
chr10,115920078,115920481,404,115920280,65.26,33.602,6.62566,30.4475,replikate2_peak_3764,115920279.5
chr10,115956339,115956719,381,115956514,21.47,21.4658,11.233,18.5051,replikate2_peak_3765,115956529
chr10,115997906,115998771,866,115998422,185.47,113.242,9.3233,109.293,replikate2_peak_3766,115998338.5
chr10,116005463,116005713,251,116005534,6.87,4.94309,4.55415,2.50372,replikate2_peak_3767,116005588
chr10,116080485,116081239,755,116080748,126.22,158.653,33.8261,154.323,replikate2_peak_3768,116080862
chr10,116143229,116143797,569,116143529,139.96,76.1935,7.83101,72.5685,replikate2_peak_3769,116143513
chr10,116220383,116220737,355,116220567,42.93,10.377,3.138,7.68876,replikate2_peak_3770,116220560
chr10,116671538,116671804,267,116671676,23.18,11.0053,4.83665,8.29984,replikate2_peak_3771,116671671
chr10,116778976,116779246,271,116779095,10.3,9.41099,6.54403,6.75706,replikate2_peak_3772,116779111
chr10,117264460,117265464,1005,117264838,232.69,140.773,9.34765,136.592,replikate2_peak_3773,117264962
chr10,117279428,117279810,383,117279610,39.5,25.522,8.09948,22.4918,replikate2_peak_3774,117279619
chr10,117461847,117462104,258,117461954,12.88,6.6833,4.62653,4.14643,replikate2_peak_3775,117461975.5
chr10,117483199,117483555,357,117483367,88.44,51.5096,8.13089,48.1334,replikate2_peak_3776,117483377
chr10,117596770,117597028,259,117596910,30.91,10.6508,3.98888,7.95333,replikate2_peak_3777,117596899
chr10,117617035,117617467,433,117617265,77.28,29.7422,4.89235,26.6437,replikate2_peak_3778,117617251
chr10,117652170,117652420,251,117652286,22.32,5.86828,2.91558,3.37748,replikate2_peak_3779,117652295
chr10,117684849,117685179,331,117684961,18.03,13.1577,6.90295,10.3867,replikate2_peak_3780,117685014
chr10,117736520,117737272,753,117736956,47.23,47.495,16.0751,44.1656,replikate2_peak_3781,117736896
chr10,117893945,117894316,372,117894173,25.76,19.6141,8.91973,16.6902,replikate2_peak_3782,117894130.5
chr10,117903771,117904148,378,117903987,18.89,17.4972,9.94503,14.616,replikate2_peak_3783,117903959.5
chr10,117980195,117980491,297,117980421,12.02,9.01644,5.77426,6.3858,replikate2_peak_3784,117980343
chr10,118093806,118094235,430,118094004,15.46,9.31879,5.48517,6.66916,replikate2_peak_3785,118094020.5
chr10,118116828,118117310,483,118117090,55.81,25.2486,5.68116,22.2254,replikate2_peak_3786,118117069
chr10,118183104,118183571,468,118183341,182.89,76.5471,5.74657,72.9185,replikate2_peak_3787,118183337.5
chr10,118243219,118243515,297,118243335,18.89,12.1886,6.63002,9.44094,replikate2_peak_3788,118243367
chr10,118265137,118265444,308,118265327,13.74,11.6138,7.54337,8.88979,replikate2_peak_3789,118265290.5
chr10,118281934,118282260,327,118282064,20.61,20.1225,10.8037,17.1883,replikate2_peak_3790,118282097
chr10,118285794,118286204,411,118286026,28.34,31.3661,14.6675,28.2447,replikate2_peak_3791,118285999
chr10,118381699,118382006,308,118381806,24.04,14.5125,6.26047,11.7017,replikate2_peak_3792,118381852.5
chr10,118394568,118394837,270,118394698,13.74,11.3222,7.35441,8.60477,replikate2_peak_3793,118394702.5
chr10,118581371,118581786,416,118581587,41.21,56.6416,24.0814,53.2099,replikate2_peak_3794,118581578.5
chr10,118625469,118626142,674,118625770,87.58,68.3665,12.6545,64.8151,replikate2_peak_3795,118625805.5
chr10,118908439,118908689,251,118908501,10.3,7.98044,5.64055,5.39074,replikate2_peak_3796,118908564
chr10,118952496,118952746,251,118952588,8.59,5.94877,4.7932,3.44704,replikate2_peak_3797,118952621
chr10,118953392,118953773,382,118953609,18.03,17.4659,9.49672,14.5872,replikate2_peak_3798,118953582.5
chr10,118962247,118962653,407,118962435,24.9,25.5663,12.9244,22.5344,replikate2_peak_3799,118962450
chr10,118967400,118967882,483,118967640,11.16,10.6306,7.04112,7.93432,replikate2_peak_3800,118967641
chr10,119000726,119001075,350,119000888,68.69,28.8999,5.36086,25.8155,replikate2_peak_3801,119000900.5
chr10,119006846,119007234,389,119007043,102.18,33.6184,4.29909,30.4637,replikate2_peak_3802,119007040
chr10,119081198,119081451,254,119081289,19.75,7.99138,4.14974,5.40036,replikate2_peak_3803,119081324.5
chr10,119156594,119157099,506,119156827,16.31,14.9606,8.65707,12.1406,replikate2_peak_3804,119156846.5
chr10,119317263,119317935,673,119317681,84.15,113.981,33.9771,110.026,replikate2_peak_3805,119317599
chr10,119526222,119526490,269,119526370,12.88,10.1966,6.93979,7.51667,replikate2_peak_3806,119526356
chr10,119542734,119543165,432,119542937,64.4,72.0953,21.7413,68.5091,replikate2_peak_3807,119542949.5
chr10,119664136,119664649,514,119664336,313.4,142.18,6.41639,137.986,replikate2_peak_3808,119664392.5
chr10,119667864,119668441,578,119668112,108.19,87.0554,13.6486,83.3322,replikate2_peak_3809,119668152.5
chr10,119688148,119688508,361,119688362,38.64,21.1635,6.60646,18.2102,replikate2_peak_3810,119688328
chr10,119689018,119689404,387,119689200,72.98,51.4144,10.5692,48.0392,replikate2_peak_3811,119689211
chr10,119798840,119799174,335,119798979,45.51,17.6623,4.65079,14.7781,replikate2_peak_3812,119799007
chr10,119896636,119896948,313,119896768,17.17,8.44714,4.5432,5.83004,replikate2_peak_3813,119896792
chr10,120253190,120253589,400,120253359,87.58,37.2067,5.53632,34.0016,replikate2_peak_3814,120253389.5
chr10,120897409,120897668,260,120897566,18.89,9.25272,4.97252,6.60843,replikate2_peak_3815,120897538.5
chr10,120931589,120932040,452,120931813,61.82,79.9183,27.859,76.2604,replikate2_peak_3816,120931814.5
chr10,120951612,120951923,312,120951774,15.46,13.7287,8.22775,10.9392,replikate2_peak_3817,120951767.5
chr10,120996677,120997072,396,120996833,66.12,37.475,7.45725,34.2669,replikate2_peak_3818,120996874.5
chr10,120998702,120999118,417,120998909,19.75,13.1909,6.91623,10.4154,replikate2_peak_3819,120998910
chr10,121001689,121002047,359,121001845,18.03,19.7364,10.8565,16.8105,replikate2_peak_3820,121001868
chr10,121036383,121036666,284,121036461,12.88,10.1966,6.93979,7.51667,replikate2_peak_3821,121036524.5
chr10,121051777,121052071,295,121051920,34.35,15.306,5.04937,12.478,replikate2_peak_3822,121051924
chr10,121054964,121055220,257,121055079,30.05,12.3086,4.43605,9.55698,replikate2_peak_3823,121055092
chr10,121088155,121088543,389,121088359,18.03,20.0121,11.0179,17.0802,replikate2_peak_3824,121088349
chr10,121195816,121196114,299,121195966,19.75,18.7663,10.3536,15.8585,replikate2_peak_3825,121195965
chr10,121245881,121246259,379,121246042,78.14,32.4043,5.27574,29.2674,replikate2_peak_3826,121246070
chr10,121270370,121270704,335,121270490,21.47,21.4658,11.233,18.5051,replikate2_peak_3827,121270537
chr10,121366573,121366888,316,121366728,26.62,20.7457,9.20594,17.7978,replikate2_peak_3828,121366730.5
chr10,121429660,121429939,280,121429759,12.02,11.8846,7.53821,9.14785,replikate2_peak_3829,121429799.5
chr10,121436592,121437073,482,121436941,12.88,6.6833,4.62653,4.14643,replikate2_peak_3830,121436832.5
chr10,121495773,121496224,452,121496003,35.2,18.5163,6.03403,15.6143,replikate2_peak_3831,121495998.5
chr10,121501614,121501985,372,121501797,56.67,43.9965,11.534,40.7066,replikate2_peak_3832,121501799.5
chr10,121509538,121510664,1127,121510376,309.97,160.009,7.5846,155.668,replikate2_peak_3833,121510101
chr10,121511915,121512479,565,121512189,186.32,103.624,8.14455,99.7575,replikate2_peak_3834,121512197
chr10,121514434,121514851,418,121514657,59.25,31.1482,6.69401,28.0302,replikate2_peak_3835,121514642.5
chr10,121527536,121528003,468,121527719,30.91,20.3845,7.97775,17.4433,replikate2_peak_3836,121527769.5
chr10,121542756,121543052,297,121542848,49.8,18.7317,4.61828,15.8259,replikate2_peak_3837,121542904
chr10,121553584,121554230,647,121553896,116.77,64.5271,7.85166,61.0137,replikate2_peak_3838,121553907
chr10,121554944,121555231,288,121555059,37.78,10.934,3.52547,8.23065,replikate2_peak_3839,121555087.5
chr10,121556312,121556782,471,121556544,79.85,81.838,20.1529,78.1602,replikate2_peak_3840,121556547
chr10,121579808,121580173,366,121580001,33.49,19.6848,6.89739,16.7597,replikate2_peak_3841,121579990.5
chr10,121580966,121581316,351,121581106,22.32,16.3197,7.77487,13.4673,replikate2_peak_3842,121581141
chr10,121590201,121590668,468,121590384,14.6,11.1466,6.91657,8.43701,replikate2_peak_3843,121590434.5
chr10,121608870,121609181,312,121609002,12.88,10.1756,6.92594,7.50007,replikate2_peak_3844,121609025.5
chr10,121610671,121611059,389,121610894,42.93,21.863,6.27599,18.8963,replikate2_peak_3845,121610865
chr10,121843386,121843739,354,121843527,24.04,24.8124,12.0434,21.7947,replikate2_peak_3846,121843562.5
chr10,121854098,121854451,354,121854298,60.1,43.2033,10.1841,39.9228,replikate2_peak_3847,121854274.5
chr10,121994703,121995339,637,121995036,97.88,50.3927,7.06321,47.0272,replikate2_peak_3848,121995021
chr10,121999570,122000012,443,121999768,76.42,68.5176,15.4838,64.9644,replikate2_peak_3849,121999791
chr10,122013481,122013741,261,122013655,16.31,14.9328,8.63979,12.1145,replikate2_peak_3850,122013611
chr10,122030443,122030745,303,122030631,13.74,11.3222,7.35441,8.60477,replikate2_peak_3851,122030594
chr10,122042738,122043381,644,122043053,178.6,168.849,19.9552,164.437,replikate2_peak_3852,122043059.5
chr10,122046567,122046977,411,122046750,169.15,75.1804,6.07685,71.5644,replikate2_peak_3853,122046772
chr10,122112900,122113218,319,122113083,17.17,8.44714,4.5432,5.83004,replikate2_peak_3854,122113059
chr10,122146854,122147282,429,122147075,73.84,64.6805,14.9686,61.1652,replikate2_peak_3855,122147068
chr10,122173921,122174357,437,122174128,43.79,60.1653,25.5508,56.6971,replikate2_peak_3856,122174139
chr10,122532027,122532359,333,122532167,54.95,29.6055,6.99411,26.5097,replikate2_peak_3857,122532193
chr10,122654233,122654493,261,122654440,8.59,7.08752,5.54984,4.52825,replikate2_peak_3858,122654363
chr10,122714238,122714489,252,122714306,25.76,12.6201,5.35184,9.86086,replikate2_peak_3859,122714363.5
chr10,123027874,123028219,346,123028044,42.93,26.5337,7.96157,23.4876,replikate2_peak_3860,123028046.5
chr10,123129581,123129892,312,123129769,17.17,16.1877,9.06826,13.3411,replikate2_peak_3861,123129736.5
chr10,123156195,123156477,283,123156322,32.63,18.7537,6.72566,15.8468,replikate2_peak_3862,123156336
chr10,123163666,123163990,325,123163813,16.31,10.2513,5.77138,7.56611,replikate2_peak_3863,123163828
chr10,123180617,123181020,404,123180827,60.1,26.9723,5.55498,23.9172,replikate2_peak_3864,123180818.5
chr10,123203787,123204193,407,123204018,60.1,24.8733,5.09206,21.8535,replikate2_peak_3865,123203990
chr10,123205063,123205399,337,123205215,40.36,15.8809,4.59512,13.0409,replikate2_peak_3866,123205231
chr10,123227744,123228244,501,123227956,194.05,81.5551,5.73684,77.8804,replikate2_peak_3867,123227994
chr10,123240859,123241260,402,123241098,36.92,26.7525,9.48037,23.7008,replikate2_peak_3868,123241059.5
chr10,123376575,123377280,706,123377099,35.2,14.0966,4.52553,11.3018,replikate2_peak_3869,123376927.5
chr10,123420147,123420541,395,123420362,23.18,27.4143,14.0004,24.352,replikate2_peak_3870,123420344
chr10,123577918,123578220,303,123578111,8.59,7.08752,5.54984,4.52825,replikate2_peak_3871,123578069
chr10,123600216,123600695,480,123600454,46.37,59.758,23.636,56.2931,replikate2_peak_3872,123600455.5
chr10,123636785,123637321,537,123637032,164,73.4815,6.11111,69.8819,replikate2_peak_3873,123637053
chr10,123696482,123696778,297,123696572,11.16,10.6306,7.04112,7.93432,replikate2_peak_3874,123696630
chr10,123721814,123722375,562,123722098,361.49,188.717,7.71249,184.133,replikate2_peak_3875,123722094.5
chr10,123722802,123723285,484,123723052,59.25,50.6724,13.3465,47.305,replikate2_peak_3876,123723043.5
chr10,123743047,123743339,293,123743242,25.76,6.4496,2.97324,3.92692,replikate2_peak_3877,123743193
chr10,123743821,123744515,695,123744153,282.49,144.783,7.46032,140.566,replikate2_peak_3878,123744168
chr10,123745664,123745920,257,123745755,31.77,11.3145,4.09621,8.5985,replikate2_peak_3879,123745792
chr10,123750412,123750932,521,123750721,131.37,93.5652,11.4687,89.7861,replikate2_peak_3880,123750672
chr10,123751171,123751907,737,123751530,382.95,96.068,3.6222,92.2668,replikate2_peak_3881,123751539
chr10,123766078,123766328,251,123766235,9.45,7.82764,5.7925,5.24223,replikate2_peak_3882,123766203
chr10,123799075,123799592,518,123799350,45.51,58.1655,23.2539,54.7167,replikate2_peak_3883,123799333.5
chr10,123834175,123834719,545,123834342,15.46,15.8299,9.52658,12.9905,replikate2_peak_3884,123834447
chr10,123942178,123942488,311,123942298,17.17,11.2084,6.05759,8.49558,replikate2_peak_3885,123942333
chr10,123956965,123957282,318,123957161,32.63,15.9754,5.60472,13.1335,replikate2_peak_3886,123957123.5
chr10,123966146,123966515,370,123966414,16.31,7.66459,4.32854,5.08305,replikate2_peak_3887,123966330.5
chr10,123986832,123987089,258,123986971,33.49,12.6807,4.31087,9.91959,replikate2_peak_3888,123986960.5
chr10,123997429,123997883,455,123997657,44.65,35.881,11.4123,32.6933,replikate2_peak_3889,123997656
chr10,124063945,124064329,385,124064126,117.63,68.821,8.47383,65.2654,replikate2_peak_3890,124064137
chr10,124065250,124065627,378,124065438,42.93,24.8447,7.32199,21.8255,replikate2_peak_3891,124065438.5
chr10,124093501,124093791,291,124093651,47.23,26.2919,6.88931,23.2487,replikate2_peak_3892,124093646
chr10,124103947,124104494,548,124104246,66.12,84.7523,27.6115,81.0492,replikate2_peak_3893,124104220.5
chr10,124305135,124305389,255,124305238,9.45,8.22881,6.04694,5.62202,replikate2_peak_3894,124305262
chr10,124308208,124308792,585,124308537,60.96,55.8825,15.4908,52.459,replikate2_peak_3895,124308500
chr10,124339945,124340346,402,124340118,30.91,20.3845,7.97775,17.4433,replikate2_peak_3896,124340145.5
chr10,124341832,124342112,281,124341988,10.3,9.41099,6.54403,6.75706,replikate2_peak_3897,124341972
chr10,124386024,124386707,684,124386342,121.07,119.874,20.3447,115.867,replikate2_peak_3898,124386365.5
chr10,124495303,124495553,251,124495435,13.74,9.05929,5.88118,6.42726,replikate2_peak_3899,124495428
chr10,124627186,124627436,251,124627305,9.45,6.93725,5.21209,4.39192,replikate2_peak_3900,124627311
chr10,124660589,124660945,357,124660736,45.51,27.7107,7.75131,24.6439,replikate2_peak_3901,124660767
chr10,124665549,124665940,392,124665760,47.23,29.6682,8.03753,26.5704,replikate2_peak_3902,124665744.5
chr10,124691049,124691337,289,124691195,51.52,12.0865,3.08932,9.34576,replikate2_peak_3903,124691193
chr10,124727391,124727696,306,124727569,58.39,18.4858,3.95916,15.5879,replikate2_peak_3904,124727543.5
chr10,124893231,124893658,428,124893479,23.18,17.4005,8.06109,14.524,replikate2_peak_3905,124893444.5
chr10,124934083,124934399,317,124934260,30.91,22.5798,9.09146,19.6007,replikate2_peak_3906,124934241
chr10,125014359,125014609,251,125014413,6.87,4.07966,3.93456,1.70353,replikate2_peak_3907,125014484
chr10,125024440,125024923,484,125024740,149.4,47.6905,4.29724,44.3585,replikate2_peak_3908,125024681.5
chr10,125029574,125029975,402,125029777,18.89,7.28745,3.97801,4.71971,replikate2_peak_3909,125029774.5
chr10,125045739,125046050,312,125045933,20.61,8.71601,4.32147,6.09264,replikate2_peak_3910,125045894.5
chr10,125123610,125124149,540,125123916,78.14,71.1038,15.8272,67.5257,replikate2_peak_3911,125123879.5
chr10,125129222,125130039,818,125129556,70.41,102.358,35.7042,98.5019,replikate2_peak_3912,125129630.5
chr10,125294235,125294506,272,125294337,12.88,6.6833,4.62653,4.14643,replikate2_peak_3913,125294370.5
chr10,125315388,125315737,350,125315612,10.3,9.10873,6.35716,6.4715,replikate2_peak_3914,125315562.5
chr10,125316430,125316846,417,125316663,30.91,20.3358,7.95389,17.3976,replikate2_peak_3915,125316638
chr10,125455520,125456069,550,125455843,57.53,19.3008,4.18063,16.3868,replikate2_peak_3916,125455794.5
chr10,125543662,125544212,551,125543873,14.6,8.41215,5.19896,5.79785,replikate2_peak_3917,125543937
chr10,125584839,125585331,493,125585066,113.34,51.0479,6.01791,47.6768,replikate2_peak_3918,125585085
chr10,125591815,125592216,402,125592029,63.54,34.7231,7.17103,31.5513,replikate2_peak_3919,125592015.5
chr10,125606291,125606551,261,125606439,16.31,7.66459,4.32854,5.08305,replikate2_peak_3920,125606421
chr10,125609743,125610045,303,125609877,13.74,13.1706,8.53239,10.3972,replikate2_peak_3921,125609894
chr10,125623800,125624059,260,125623943,25.76,10.5157,4.45986,7.82362,replikate2_peak_3922,125623929.5
chr10,125624717,125625209,493,125624956,341.74,96.7047,3.98533,92.8973,replikate2_peak_3923,125624963
chr10,125625925,125626217,293,125626039,28.34,12.6229,4.83264,9.86372,replikate2_peak_3924,125626071
chr10,125633604,125633925,322,125633739,22.32,8.40735,3.88744,5.79552,replikate2_peak_3925,125633764.5
chr10,125634100,125634714,615,125634413,158.85,207.902,39.9621,203.149,replikate2_peak_3926,125634407
chr10,125642775,125643072,298,125642940,18.03,12.2524,6.38017,9.50382,replikate2_peak_3927,125642923.5
chr10,125646384,125646741,358,125646558,104.75,36.5333,4.598,33.3396,replikate2_peak_3928,125646562.5
chr10,125689380,125689630,251,125689555,8.59,7.08752,5.54984,4.52825,replikate2_peak_3929,125689505
chr10,125690629,125691255,627,125690894,98.74,98.0855,19.9487,94.2662,replikate2_peak_3930,125690942
